Order No;Item ID;Sales Date;Deilvery Date;Customer Id;City Id;Qty;Price;cost;DISC2;Dis Per;Gross Sales;Discount;Net Sales;Month Year;Sales Date time;Sales Date 1;Custom;COGS Amount
9712;18;2/8/2019 00:00;2/8/2019;1667;92;2;97;67;42.9;39;194;75.66;118.34;201908;8/2/2019;2/8/2019 00:00;4YOP;134
17803;27;1/8/2019 00:00;6/8/2019;3683;67;2;97;67;39.6;36;194;69.84;124.16;201908;8/1/2019;1/8/2019 00:00;4YOP;134
7735;19;31/7/2019 00:00;3/8/2019;2710;6;2;97;67;40.7;37;194;71.78;122.22;201907;7/31/2019;31/7/2019 00:00;4YOP;134
4844;27;29/7/2019 00:00;31/7/2019;3756;82;2;97;67;7.7;7;194;13.58;180.42;201907;7/29/2019;29/7/2019 00:00;4YOP;134
21028;32;29/7/2019 00:00;6/8/2019;1698;51;2;97;67;47.3;43;194;83.42;110.58;201907;7/29/2019;29/7/2019 00:00;4YOP;134
22706;27;29/7/2019 00:00;2/8/2019;2815;35;2;97;67;23.1;21;194;40.74;153.26;201907;7/29/2019;29/7/2019 00:00;4YOP;134
25520;19;29/7/2019 00:00;1/8/2019;1234;24;2;97;67;36.3;33;194;64.02;129.98;201907;7/29/2019;29/7/2019 00:00;4YOP;134
4754;28;28/7/2019 00:00;5/8/2019;598;30;2;97;67;42.9;39;194;75.66;118.34;201907;7/28/2019;28/7/2019 00:00;4YOP;134
29772;39;27/7/2019 00:00;31/7/2019;5152;31;2;97;67;15.4;14;194;27.16;166.84;201907;7/27/2019;27/7/2019 00:00;4YOP;134
285;13;25/7/2019 00:00;26/7/2019;2591;39;2;97;67;16.5;15;194;29.1;164.9;201907;7/25/2019;25/7/2019 00:00;4YOP;134
9138;5;25/7/2019 00:00;30/7/2019;3715;79;2;97;67;5.5;5;194;9.7;184.3;201907;7/25/2019;25/7/2019 00:00;4YOP;134
10836;15;25/7/2019 00:00;3/8/2019;4556;19;2;97;67;16.5;15;194;29.1;164.9;201907;7/25/2019;25/7/2019 00:00;4YOP;134
1629;8;21/7/2019 00:00;22/7/2019;1770;100;2;97;67;12.1;11;194;21.34;172.66;201907;7/21/2019;21/7/2019 00:00;4YOP;134
5340;28;21/7/2019 00:00;31/7/2019;3291;79;2;97;67;17.6;16;194;31.04;162.96;201907;7/21/2019;21/7/2019 00:00;4YOP;134
22790;49;21/7/2019 00:00;28/7/2019;3482;91;2;97;67;25.3;23;194;44.62;149.38;201907;7/21/2019;21/7/2019 00:00;4YOP;134
13317;28;20/7/2019 00:00;25/7/2019;714;43;2;97;67;39.6;36;194;69.84;124.16;201907;7/20/2019;20/7/2019 00:00;4YOP;134
2512;27;19/7/2019 00:00;27/7/2019;3502;94;2;97;67;25.3;23;194;44.62;149.38;201907;7/19/2019;19/7/2019 00:00;4YOP;134
2437;15;15/7/2019 00:00;22/7/2019;3231;25;2;97;67;47.3;43;194;83.42;110.58;201907;7/15/2019;15/7/2019 00:00;4YOP;134
7454;4;15/7/2019 00:00;18/7/2019;1086;77;2;97;67;33;30;194;58.2;135.8;201907;7/15/2019;15/7/2019 00:00;4YOP;134
9195;1;14/7/2019 00:00;22/7/2019;370;31;2;97;67;26.4;24;194;46.56;147.44;201907;7/14/2019;14/7/2019 00:00;4YOP;134
24657;22;14/7/2019 00:00;17/7/2019;2074;27;2;97;67;45.1;41;194;79.54;114.46;201907;7/14/2019;14/7/2019 00:00;4YOP;134
1344;21;10/7/2019 00:00;18/7/2019;2513;12;2;97;67;6.6;6;194;11.64;182.36;201907;7/10/2019;10/7/2019 00:00;4YOP;134
1519;4;9/7/2019 00:00;9/7/2019;2056;39;2;97;67;2.2;2;194;3.88;190.12;201907;7/9/2019;9/7/2019 00:00;4YOP;134
9309;24;7/7/2019 00:00;11/7/2019;3362;11;2;97;67;40.7;37;194;71.78;122.22;201907;7/7/2019;7/7/2019 00:00;4YOP;134
28984;28;7/7/2019 00:00;13/7/2019;2278;24;2;97;67;42.9;39;194;75.66;118.34;201907;7/7/2019;7/7/2019 00:00;4YOP;134
25029;45;6/7/2019 00:00;15/7/2019;1006;18;2;97;67;3.3;3;194;5.82;188.18;201907;7/6/2019;6/7/2019 00:00;4YOP;134
2021;19;4/7/2019 00:00;4/7/2019;3414;80;2;97;67;34.1;31;194;60.14;133.86;201907;7/4/2019;4/7/2019 00:00;4YOP;134
24784;52;4/7/2019 00:00;5/7/2019;32;71;2;97;67;5.5;5;194;9.7;184.3;201907;7/4/2019;4/7/2019 00:00;4YOP;134
8787;22;3/7/2019 00:00;6/7/2019;3051;20;2;97;67;48.4;44;194;85.36;108.64;201907;7/3/2019;3/7/2019 00:00;4YOP;134
9117;26;27/6/2019 00:00;2/7/2019;3862;18;2;97;67;49.5;45;194;87.3;106.7;201906;6/27/2019;27/6/2019 00:00;4YOP;134
27745;41;26/6/2019 00:00;1/7/2019;6374;73;2;97;67;9.9;9;194;17.46;176.54;201906;6/26/2019;26/6/2019 00:00;4YOP;134
1084;16;24/6/2019 00:00;26/6/2019;3034;7;2;97;67;41.8;38;194;73.72;120.28;201906;6/24/2019;24/6/2019 00:00;4YOP;134
25808;21;22/6/2019 00:00;25/6/2019;6089;59;2;97;67;1.1;1;194;1.94;192.06;201906;6/22/2019;22/6/2019 00:00;4YOP;134
9582;20;16/6/2019 00:00;19/6/2019;3564;87;2;97;67;37.4;34;194;65.96;128.04;201906;6/16/2019;16/6/2019 00:00;4YOP;134
18495;26;14/6/2019 00:00;17/6/2019;1769;92;2;97;67;33;30;194;58.2;135.8;201906;6/14/2019;14/6/2019 00:00;4YOP;134
2621;11;12/6/2019 00:00;20/6/2019;614;92;2;97;67;8.8;8;194;15.52;178.48;201906;6/12/2019;12/6/2019 00:00;4YOP;134
5627;18;12/6/2019 00:00;13/6/2019;2358;47;2;97;67;9.9;9;194;17.46;176.54;201906;6/12/2019;12/6/2019 00:00;4YOP;134
26023;35;12/6/2019 00:00;15/6/2019;1596;4;2;97;67;48.4;44;194;85.36;108.64;201906;6/12/2019;12/6/2019 00:00;4YOP;134
1737;24;10/6/2019 00:00;15/6/2019;1071;100;2;97;67;28.6;26;194;50.44;143.56;201906;6/10/2019;10/6/2019 00:00;4YOP;134
8476;15;10/6/2019 00:00;17/6/2019;2578;38;2;97;67;41.8;38;194;73.72;120.28;201906;6/10/2019;10/6/2019 00:00;4YOP;134
29624;30;10/6/2019 00:00;11/6/2019;1794;56;2;97;67;19.8;18;194;34.92;159.08;201906;6/10/2019;10/6/2019 00:00;4YOP;134
1795;18;9/6/2019 00:00;19/6/2019;3801;31;2;97;67;14.3;13;194;25.22;168.78;201906;6/9/2019;9/6/2019 00:00;4YOP;134
19613;35;7/6/2019 00:00;16/6/2019;4356;72;2;97;67;39.6;36;194;69.84;124.16;201906;6/7/2019;7/6/2019 00:00;4YOP;134
3454;14;5/6/2019 00:00;5/6/2019;2026;64;2;97;67;18.7;17;194;32.98;161.02;201906;6/5/2019;5/6/2019 00:00;4YOP;134
4462;13;4/6/2019 00:00;7/6/2019;3674;19;2;97;67;30.8;28;194;54.32;139.68;201906;6/4/2019;4/6/2019 00:00;4YOP;134
137;23;3/6/2019 00:00;9/6/2019;3057;51;2;97;67;44;40;194;77.6;116.4;201906;6/3/2019;3/6/2019 00:00;4YOP;134
1346;7;3/6/2019 00:00;5/6/2019;1329;51;2;97;67;8.8;8;194;15.52;178.48;201906;6/3/2019;3/6/2019 00:00;4YOP;134
21111;24;3/6/2019 00:00;7/6/2019;4855;43;2;97;67;15.4;14;194;27.16;166.84;201906;6/3/2019;3/6/2019 00:00;4YOP;134
26507;51;28/5/2019 00:00;7/6/2019;2933;27;2;97;67;41.8;38;194;73.72;120.28;201905;5/28/2019;28/5/2019 00:00;4YOP;134
27581;32;28/5/2019 00:00;5/6/2019;4311;85;2;97;67;3.3;3;194;5.82;188.18;201905;5/28/2019;28/5/2019 00:00;4YOP;134
23916;35;26/5/2019 00:00;27/5/2019;5049;33;2;97;67;18.7;17;194;32.98;161.02;201905;5/26/2019;26/5/2019 00:00;4YOP;134
13393;33;25/5/2019 00:00;30/5/2019;926;70;2;97;67;16.5;15;194;29.1;164.9;201905;5/25/2019;25/5/2019 00:00;4YOP;134
16873;18;23/5/2019 00:00;23/5/2019;1522;49;2;97;67;39.6;36;194;69.84;124.16;201905;5/23/2019;23/5/2019 00:00;4YOP;134
26301;51;22/5/2019 00:00;30/5/2019;1492;36;2;97;67;4.4;4;194;7.76;186.24;201905;5/22/2019;22/5/2019 00:00;4YOP;134
831;3;21/5/2019 00:00;22/5/2019;3107;43;2;97;67;44;40;194;77.6;116.4;201905;5/21/2019;21/5/2019 00:00;4YOP;134
21132;18;20/5/2019 00:00;28/5/2019;3812;7;2;97;67;2.2;2;194;3.88;190.12;201905;5/20/2019;20/5/2019 00:00;4YOP;134
12871;23;19/5/2019 00:00;20/5/2019;3173;98;2;97;67;25.3;23;194;44.62;149.38;201905;5/19/2019;19/5/2019 00:00;4YOP;134
28257;16;18/5/2019 00:00;27/5/2019;3121;37;2;97;67;49.5;45;194;87.3;106.7;201905;5/18/2019;18/5/2019 00:00;4YOP;134
23246;14;17/5/2019 00:00;20/5/2019;2124;43;2;97;67;40.7;37;194;71.78;122.22;201905;5/17/2019;17/5/2019 00:00;4YOP;134
24317;11;16/5/2019 00:00;17/5/2019;1774;58;2;97;67;24.2;22;194;42.68;151.32;201905;5/16/2019;16/5/2019 00:00;4YOP;134
29626;16;16/5/2019 00:00;20/5/2019;1483;87;2;97;67;31.9;29;194;56.26;137.74;201905;5/16/2019;16/5/2019 00:00;4YOP;134
2951;16;14/5/2019 00:00;23/5/2019;1386;14;2;97;67;44;40;194;77.6;116.4;201905;5/14/2019;14/5/2019 00:00;4YOP;134
22422;52;13/5/2019 00:00;17/5/2019;1997;40;2;97;67;29.7;27;194;52.38;141.62;201905;5/13/2019;13/5/2019 00:00;4YOP;134
3726;4;9/5/2019 00:00;12/5/2019;2811;58;2;97;67;36.3;33;194;64.02;129.98;201905;5/9/2019;9/5/2019 00:00;4YOP;134
19149;13;9/5/2019 00:00;13/5/2019;3014;59;2;97;67;47.3;43;194;83.42;110.58;201905;5/9/2019;9/5/2019 00:00;4YOP;134
19259;11;5/5/2019 00:00;13/5/2019;1999;21;2;97;67;6.6;6;194;11.64;182.36;201905;5/5/2019;5/5/2019 00:00;4YOP;134
29697;18;5/5/2019 00:00;8/5/2019;1797;56;2;97;67;38.5;35;194;67.9;126.1;201905;5/5/2019;5/5/2019 00:00;4YOP;134
7936;30;4/5/2019 00:00;14/5/2019;1857;60;2;97;67;17.6;16;194;31.04;162.96;201905;5/4/2019;4/5/2019 00:00;4YOP;134
4160;23;3/5/2019 00:00;4/5/2019;1467;9;2;97;67;16.5;15;194;29.1;164.9;201905;5/3/2019;3/5/2019 00:00;4YOP;134
14770;37;3/5/2019 00:00;8/5/2019;4875;93;2;97;67;19.8;18;194;34.92;159.08;201905;5/3/2019;3/5/2019 00:00;4YOP;134
7485;27;1/5/2019 00:00;6/5/2019;2369;52;2;97;67;7.7;7;194;13.58;180.42;201905;5/1/2019;1/5/2019 00:00;4YOP;134
4161;22;30/4/2019 00:00;7/5/2019;975;97;2;97;67;35.2;32;194;62.08;131.92;201904;4/30/2019;30/4/2019 00:00;4YOP;134
17802;35;29/4/2019 00:00;30/4/2019;4454;45;2;97;67;46.2;42;194;81.48;112.52;201904;4/29/2019;29/4/2019 00:00;4YOP;134
26578;12;29/4/2019 00:00;5/5/2019;110;30;2;97;67;13.2;12;194;23.28;170.72;201904;4/29/2019;29/4/2019 00:00;4YOP;134
12546;29;27/4/2019 00:00;30/4/2019;2819;47;2;97;67;31.9;29;194;56.26;137.74;201904;4/27/2019;27/4/2019 00:00;4YOP;134
14354;20;20/4/2019 00:00;29/4/2019;1188;19;2;97;67;12.1;11;194;21.34;172.66;201904;4/20/2019;20/4/2019 00:00;4YOP;134
7697;7;18/4/2019 00:00;26/4/2019;386;33;2;97;67;17.6;16;194;31.04;162.96;201904;4/18/2019;18/4/2019 00:00;4YOP;134
19210;28;17/4/2019 00:00;25/4/2019;2699;38;2;97;67;18.7;17;194;32.98;161.02;201904;4/17/2019;17/4/2019 00:00;4YOP;134
7066;5;15/4/2019 00:00;19/4/2019;1030;76;2;97;67;39.6;36;194;69.84;124.16;201904;4/15/2019;15/4/2019 00:00;4YOP;134
368;19;13/4/2019 00:00;17/4/2019;566;18;2;97;67;40.7;37;194;71.78;122.22;201904;4/13/2019;13/4/2019 00:00;4YOP;134
6384;30;11/4/2019 00:00;13/4/2019;3850;52;2;97;67;19.8;18;194;34.92;159.08;201904;4/11/2019;11/4/2019 00:00;4YOP;134
1594;3;7/4/2019 00:00;11/4/2019;1808;80;2;97;67;28.6;26;194;50.44;143.56;201904;4/7/2019;7/4/2019 00:00;4YOP;134
4282;27;6/4/2019 00:00;13/4/2019;2839;53;2;97;67;20.9;19;194;36.86;157.14;201904;4/6/2019;6/4/2019 00:00;4YOP;134
15985;38;5/4/2019 00:00;11/4/2019;820;39;2;97;67;41.8;38;194;73.72;120.28;201904;4/5/2019;5/4/2019 00:00;4YOP;134
20404;43;5/4/2019 00:00;8/4/2019;6181;41;2;97;67;44;40;194;77.6;116.4;201904;4/5/2019;5/4/2019 00:00;4YOP;134
23294;12;4/4/2019 00:00;6/4/2019;3845;54;2;97;67;36.3;33;194;64.02;129.98;201904;4/4/2019;4/4/2019 00:00;4YOP;134
10816;37;3/4/2019 00:00;9/4/2019;1569;33;2;97;67;6.6;6;194;11.64;182.36;201904;4/3/2019;3/4/2019 00:00;4YOP;134
27113;23;2/4/2019 00:00;9/4/2019;473;39;2;97;67;24.2;22;194;42.68;151.32;201904;4/2/2019;2/4/2019 00:00;4YOP;134
18159;36;31/3/2019 00:00;9/4/2019;1134;53;2;97;67;44;40;194;77.6;116.4;201903;3/31/2019;31/3/2019 00:00;4YOP;134
20265;20;30/3/2019 00:00;6/4/2019;768;50;2;97;67;13.2;12;194;23.28;170.72;201903;3/30/2019;30/3/2019 00:00;4YOP;134
6601;17;11/9/2019 00:00;18/9/2019;2736;4;2;130;119;33;30;260;78;182;201909;9/11/2019;11/9/2019 00:00;4YOP;238
1377;17;10/9/2019 00:00;14/9/2019;220;94;2;130;119;37.4;34;260;88.4;171.6;201909;9/10/2019;10/9/2019 00:00;4YOP;238
7691;28;9/9/2019 00:00;14/9/2019;580;16;2;130;119;28.6;26;260;67.6;192.4;201909;9/9/2019;9/9/2019 00:00;4YOP;238
4412;8;8/9/2019 00:00;10/9/2019;3737;62;2;130;119;39.6;36;260;93.6;166.4;201909;9/8/2019;8/9/2019 00:00;4YOP;238
2092;3;6/9/2019 00:00;16/9/2019;1191;82;2;130;119;26.4;24;260;62.4;197.6;201909;9/6/2019;6/9/2019 00:00;4YOP;238
9125;3;6/9/2019 00:00;14/9/2019;1568;20;2;130;119;8.8;8;260;20.8;239.2;201909;9/6/2019;6/9/2019 00:00;4YOP;238
22233;26;5/9/2019 00:00;8/9/2019;4864;8;2;130;119;1.1;1;260;2.6;257.4;201909;9/5/2019;5/9/2019 00:00;4YOP;238
3604;18;2/9/2019 00:00;5/9/2019;2264;4;2;130;119;22;20;260;52;208;201909;9/2/2019;2/9/2019 00:00;4YOP;238
7935;27;2/9/2019 00:00;7/9/2019;1917;87;2;130;119;3.3;3;260;7.8;252.2;201909;9/2/2019;2/9/2019 00:00;4YOP;238
28215;46;2/9/2019 00:00;10/9/2019;3650;20;2;130;119;20.9;19;260;49.4;210.6;201909;9/2/2019;2/9/2019 00:00;4YOP;238
2776;20;30/8/2019 00:00;4/9/2019;1806;20;2;130;119;26.4;24;260;62.4;197.6;201908;8/30/2019;30/8/2019 00:00;4YOP;238
594;12;27/8/2019 00:00;5/9/2019;2154;94;2;130;119;8.8;8;260;20.8;239.2;201908;8/27/2019;27/8/2019 00:00;4YOP;238
4804;4;27/8/2019 00:00;30/8/2019;2984;13;2;130;119;1.1;1;260;2.6;257.4;201908;8/27/2019;27/8/2019 00:00;4YOP;238
20424;27;26/8/2019 00:00;30/8/2019;1649;96;2;130;119;7.7;7;260;18.2;241.8;201908;8/26/2019;26/8/2019 00:00;4YOP;238
4405;5;24/8/2019 00:00;25/8/2019;3028;26;2;130;119;19.8;18;260;46.8;213.2;201908;8/24/2019;24/8/2019 00:00;4YOP;238
10773;6;22/8/2019 00:00;1/9/2019;4346;23;2;130;119;45.1;41;260;106.6;153.4;201908;8/22/2019;22/8/2019 00:00;4YOP;238
8936;18;14/8/2019 00:00;22/8/2019;3104;53;2;130;119;14.3;13;260;33.8;226.2;201908;8/14/2019;14/8/2019 00:00;4YOP;238
16536;38;14/8/2019 00:00;17/8/2019;4422;5;2;130;119;47.3;43;260;111.8;148.2;201908;8/14/2019;14/8/2019 00:00;4YOP;238
11692;25;13/8/2019 00:00;14/8/2019;3066;5;2;130;119;11;10;260;26;234;201908;8/13/2019;13/8/2019 00:00;4YOP;238
127;7;12/8/2019 00:00;14/8/2019;2654;8;2;130;119;19.8;18;260;46.8;213.2;201908;8/12/2019;12/8/2019 00:00;4YOP;238
26825;52;12/8/2019 00:00;21/8/2019;4592;50;2;130;119;46.2;42;260;109.2;150.8;201908;8/12/2019;12/8/2019 00:00;4YOP;238
3332;2;11/8/2019 00:00;20/8/2019;3413;2;2;130;119;41.8;38;260;98.8;161.2;201908;8/11/2019;11/8/2019 00:00;4YOP;238
12954;33;6/8/2019 00:00;7/8/2019;2802;33;2;130;119;31.9;29;260;75.4;184.6;201908;8/6/2019;6/8/2019 00:00;4YOP;238
9010;30;29/7/2019 00:00;8/8/2019;559;84;2;130;119;37.4;34;260;88.4;171.6;201907;7/29/2019;29/7/2019 00:00;4YOP;238
11866;25;29/7/2019 00:00;4/8/2019;3073;37;2;130;119;34.1;31;260;80.6;179.4;201907;7/29/2019;29/7/2019 00:00;4YOP;238
681;26;28/7/2019 00:00;1/8/2019;3344;80;2;130;119;31.9;29;260;75.4;184.6;201907;7/28/2019;28/7/2019 00:00;4YOP;238
21853;49;28/7/2019 00:00;4/8/2019;6262;48;2;130;119;41.8;38;260;98.8;161.2;201907;7/28/2019;28/7/2019 00:00;4YOP;238
771;26;27/7/2019 00:00;6/8/2019;2515;30;2;130;119;42.9;39;260;101.4;158.6;201907;7/27/2019;27/7/2019 00:00;4YOP;238
17761;20;27/7/2019 00:00;5/8/2019;3020;50;2;130;119;11;10;260;26;234;201907;7/27/2019;27/7/2019 00:00;4YOP;238
24769;39;25/7/2019 00:00;3/8/2019;772;96;2;130;119;33;30;260;78;182;201907;7/25/2019;25/7/2019 00:00;4YOP;238
8945;18;22/7/2019 00:00;28/7/2019;614;92;2;130;119;6.6;6;260;15.6;244.4;201907;7/22/2019;22/7/2019 00:00;4YOP;238
3656;13;21/7/2019 00:00;22/7/2019;3625;43;2;130;119;18.7;17;260;44.2;215.8;201907;7/21/2019;21/7/2019 00:00;4YOP;238
10845;36;18/7/2019 00:00;27/7/2019;3459;68;2;130;119;24.2;22;260;57.2;202.8;201907;7/18/2019;18/7/2019 00:00;4YOP;238
14015;9;18/7/2019 00:00;21/7/2019;373;18;2;130;119;13.2;12;260;31.2;228.8;201907;7/18/2019;18/7/2019 00:00;4YOP;238
18479;7;18/7/2019 00:00;22/7/2019;4142;48;2;130;119;35.2;32;260;83.2;176.8;201907;7/18/2019;18/7/2019 00:00;4YOP;238
3870;7;16/7/2019 00:00;22/7/2019;473;39;2;130;119;45.1;41;260;106.6;153.4;201907;7/16/2019;16/7/2019 00:00;4YOP;238
23909;23;16/7/2019 00:00;24/7/2019;4017;18;2;130;119;24.2;22;260;57.2;202.8;201907;7/16/2019;16/7/2019 00:00;4YOP;238
21141;38;15/7/2019 00:00;19/7/2019;2675;11;2;130;119;6.6;6;260;15.6;244.4;201907;7/15/2019;15/7/2019 00:00;4YOP;238
16532;28;12/7/2019 00:00;19/7/2019;3520;8;2;130;119;13.2;12;260;31.2;228.8;201907;7/12/2019;12/7/2019 00:00;4YOP;238
7271;21;10/7/2019 00:00;19/7/2019;1454;17;2;130;119;31.9;29;260;75.4;184.6;201907;7/10/2019;10/7/2019 00:00;4YOP;238
22020;44;7/7/2019 00:00;12/7/2019;5179;5;2;130;119;20.9;19;260;49.4;210.6;201907;7/7/2019;7/7/2019 00:00;4YOP;238
1555;22;5/7/2019 00:00;12/7/2019;922;85;2;130;119;48.4;44;260;114.4;145.6;201907;7/5/2019;5/7/2019 00:00;4YOP;238
5789;26;5/7/2019 00:00;12/7/2019;1949;65;2;130;119;42.9;39;260;101.4;158.6;201907;7/5/2019;5/7/2019 00:00;4YOP;238
13169;6;5/7/2019 00:00;11/7/2019;4513;42;2;130;119;49.5;45;260;117;143;201907;7/5/2019;5/7/2019 00:00;4YOP;238
431;29;3/7/2019 00:00;12/7/2019;2525;59;2;130;119;24.2;22;260;57.2;202.8;201907;7/3/2019;3/7/2019 00:00;4YOP;238
3080;27;30/6/2019 00:00;1/7/2019;2626;10;2;130;119;26.4;24;260;62.4;197.6;201906;6/30/2019;30/6/2019 00:00;4YOP;238
6572;28;30/6/2019 00:00;10/7/2019;3899;6;2;130;119;15.4;14;260;36.4;223.6;201906;6/30/2019;30/6/2019 00:00;4YOP;238
714;26;27/6/2019 00:00;1/7/2019;675;60;2;130;119;20.9;19;260;49.4;210.6;201906;6/27/2019;27/6/2019 00:00;4YOP;238
2426;25;27/6/2019 00:00;5/7/2019;3686;24;2;130;119;18.7;17;260;44.2;215.8;201906;6/27/2019;27/6/2019 00:00;4YOP;238
4917;21;26/6/2019 00:00;29/6/2019;748;77;2;130;119;22;20;260;52;208;201906;6/26/2019;26/6/2019 00:00;4YOP;238
21253;43;25/6/2019 00:00;26/6/2019;5872;93;2;130;119;49.5;45;260;117;143;201906;6/25/2019;25/6/2019 00:00;4YOP;238
28467;37;25/6/2019 00:00;4/7/2019;5407;68;2;130;119;26.4;24;260;62.4;197.6;201906;6/25/2019;25/6/2019 00:00;4YOP;238
7481;29;24/6/2019 00:00;1/7/2019;755;52;2;130;119;37.4;34;260;88.4;171.6;201906;6/24/2019;24/6/2019 00:00;4YOP;238
2620;26;23/6/2019 00:00;28/6/2019;1773;32;2;130;119;14.3;13;260;33.8;226.2;201906;6/23/2019;23/6/2019 00:00;4YOP;238
3180;9;23/6/2019 00:00;27/6/2019;3775;75;2;130;119;26.4;24;260;62.4;197.6;201906;6/23/2019;23/6/2019 00:00;4YOP;238
6509;25;23/6/2019 00:00;3/7/2019;2886;28;2;130;119;9.9;9;260;23.4;236.6;201906;6/23/2019;23/6/2019 00:00;4YOP;238
20376;45;23/6/2019 00:00;2/7/2019;2445;9;2;130;119;23.1;21;260;54.6;205.4;201906;6/23/2019;23/6/2019 00:00;4YOP;238
11988;12;22/6/2019 00:00;28/6/2019;875;78;2;130;119;15.4;14;260;36.4;223.6;201906;6/22/2019;22/6/2019 00:00;4YOP;238
21180;40;22/6/2019 00:00;23/6/2019;3553;89;2;130;119;7.7;7;260;18.2;241.8;201906;6/22/2019;22/6/2019 00:00;4YOP;238
6117;19;15/6/2019 00:00;17/6/2019;3473;81;2;130;119;46.2;42;260;109.2;150.8;201906;6/15/2019;15/6/2019 00:00;4YOP;238
23410;42;15/6/2019 00:00;16/6/2019;5782;12;2;130;119;45.1;41;260;106.6;153.4;201906;6/15/2019;15/6/2019 00:00;4YOP;238
24035;18;15/6/2019 00:00;20/6/2019;5113;94;2;130;119;42.9;39;260;101.4;158.6;201906;6/15/2019;15/6/2019 00:00;4YOP;238
20542;14;11/6/2019 00:00;17/6/2019;1386;14;2;130;119;45.1;41;260;106.6;153.4;201906;6/11/2019;11/6/2019 00:00;4YOP;238
26133;13;11/6/2019 00:00;13/6/2019;5806;18;2;130;119;5.5;5;260;13;247;201906;6/11/2019;11/6/2019 00:00;4YOP;238
7161;25;10/6/2019 00:00;15/6/2019;1705;39;2;130;119;45.1;41;260;106.6;153.4;201906;6/10/2019;10/6/2019 00:00;4YOP;238
14358;31;10/6/2019 00:00;12/6/2019;191;21;2;130;119;24.2;22;260;57.2;202.8;201906;6/10/2019;10/6/2019 00:00;4YOP;238
338;7;9/6/2019 00:00;15/6/2019;2576;49;2;130;119;35.2;32;260;83.2;176.8;201906;6/9/2019;9/6/2019 00:00;4YOP;238
28267;47;8/6/2019 00:00;11/6/2019;4948;53;2;130;119;45.1;41;260;106.6;153.4;201906;6/8/2019;8/6/2019 00:00;4YOP;238
29181;13;8/6/2019 00:00;14/6/2019;5398;77;2;130;119;22;20;260;52;208;201906;6/8/2019;8/6/2019 00:00;4YOP;238
8190;16;6/6/2019 00:00;8/6/2019;2636;44;2;130;119;48.4;44;260;114.4;145.6;201906;6/6/2019;6/6/2019 00:00;4YOP;238
18635;20;5/6/2019 00:00;10/6/2019;2388;54;2;130;119;30.8;28;260;72.8;187.2;201906;6/5/2019;5/6/2019 00:00;4YOP;238
29927;29;5/6/2019 00:00;13/6/2019;2148;49;2;130;119;35.2;32;260;83.2;176.8;201906;6/5/2019;5/6/2019 00:00;4YOP;238
1172;27;2/6/2019 00:00;6/6/2019;541;26;2;130;119;16.5;15;260;39;221;201906;6/2/2019;2/6/2019 00:00;4YOP;238
13638;36;1/6/2019 00:00;8/6/2019;1533;77;2;130;119;23.1;21;260;54.6;205.4;201906;6/1/2019;1/6/2019 00:00;4YOP;238
7353;18;30/5/2019 00:00;5/6/2019;2412;18;2;130;119;19.8;18;260;46.8;213.2;201905;5/30/2019;30/5/2019 00:00;4YOP;238
21521;52;30/5/2019 00:00;3/6/2019;4353;47;2;130;119;20.9;19;260;49.4;210.6;201905;5/30/2019;30/5/2019 00:00;4YOP;238
7766;30;29/5/2019 00:00;5/6/2019;891;29;2;130;119;30.8;28;260;72.8;187.2;201905;5/29/2019;29/5/2019 00:00;4YOP;238
28816;35;26/5/2019 00:00;31/5/2019;5134;14;2;130;119;46.2;42;260;109.2;150.8;201905;5/26/2019;26/5/2019 00:00;4YOP;238
2861;25;25/5/2019 00:00;4/6/2019;2310;49;2;130;119;3.3;3;260;7.8;252.2;201905;5/25/2019;25/5/2019 00:00;4YOP;238
9106;14;25/5/2019 00:00;26/5/2019;2301;40;2;130;119;46.2;42;260;109.2;150.8;201905;5/25/2019;25/5/2019 00:00;4YOP;238
29560;39;25/5/2019 00:00;31/5/2019;6151;68;2;130;119;11;10;260;26;234;201905;5/25/2019;25/5/2019 00:00;4YOP;238
5555;4;22/5/2019 00:00;26/5/2019;3121;37;2;130;119;23.1;21;260;54.6;205.4;201905;5/22/2019;22/5/2019 00:00;4YOP;238
8765;25;21/5/2019 00:00;25/5/2019;3226;18;2;130;119;9.9;9;260;23.4;236.6;201905;5/21/2019;21/5/2019 00:00;4YOP;238
24243;30;18/5/2019 00:00;26/5/2019;4320;45;2;130;119;40.7;37;260;96.2;163.8;201905;5/18/2019;18/5/2019 00:00;4YOP;238
563;17;17/5/2019 00:00;20/5/2019;2754;58;2;130;119;42.9;39;260;101.4;158.6;201905;5/17/2019;17/5/2019 00:00;4YOP;238
958;25;15/5/2019 00:00;15/5/2019;3816;51;2;130;119;12.1;11;260;28.6;231.4;201905;5/15/2019;15/5/2019 00:00;4YOP;238
3028;24;14/5/2019 00:00;22/5/2019;3771;68;2;130;119;23.1;21;260;54.6;205.4;201905;5/14/2019;14/5/2019 00:00;4YOP;238
28101;37;14/5/2019 00:00;17/5/2019;2057;57;2;130;119;3.3;3;260;7.8;252.2;201905;5/14/2019;14/5/2019 00:00;4YOP;238
6766;7;13/5/2019 00:00;23/5/2019;919;95;2;130;119;45.1;41;260;106.6;153.4;201905;5/13/2019;13/5/2019 00:00;4YOP;238
